sales,order_date,product,customer,country,employee,category
683.18,2002-04-26,Wall Art,NextGen Innovators,Kenya,Sandra Anderson,Home Decor
945.4,2002-04-26,Solid State Drive,Nebula Innovations,South Africa,Joseph Taylor,Storage Devices
609.02,2002-04-26,Solid State Drive,Future Gadgets,South Africa,Sarah Moore,Storage Devices
226.62,2002-04-26,Gaming Console,Pioneer Tech,South Korea,Sandra Anderson,Video Games
271.75,2002-04-26,Women's Sandals,Pinnacle Tech,China,Linda Miller,Footwear
719.96,2002-04-26,Sculpture,Infinity Solutions,South Korea,Laura Adams,Art
448.55,2002-04-27,Tablet Beta,Innovate Unlimited,Mexico,Linda Miller,Mobile Devices
755.15,2002-04-27,External Hard Drive,Infinity Solutions,France,Michael Davis,Storage Devices
588.25,2002-04-27,Robot Vacuum,Infinity Solutions,Brazil,Laura Adams,Home Appliances
304.99,2002-04-28,Cat Litter Box,Tech Pioneers,France,Sandra Anderson,Pet Supplies
54.95,2002-04-28,4K Television,Global Corp,Spain,Sarah Moore,Home Electronics
350.23,2002-04-29,Wireless Mouse,Pinnacle Tech,South Africa,Michael Davis,Computer Accessories
714,2002-04-30,Robot Vacuum,Tech Pioneers,Mexico,Patricia Brown,Home Appliances
869.45,2002-04-30,Stainless Steel Water Bottle,Tech Pioneers,Italy,John Smith,Outdoor Gear
919.79,2002-04-30,Men's Sneakers,SysTech Ltd.,Mexico,Robert Johnson,Footwear
219.36,2002-05-01,Biography Book,Infinity Solutions,South Korea,Laura Adams,Books
783.82,2002-05-01,Desktop Alpha,Tech Pioneers,Germany,Sandra Anderson,Computers
488.81,2002-05-01,Drone with Camera,Elite Tech,Japan,Linda Miller,Electronics
333.65,2002-05-01,Decorative Throw Pillow,Infinity Solutions,South Korea,Linda Miller,Home Decor
727.39,2002-05-01,Sculpture,Infinity Solutions,Nigeria,Michael Davis,Art
681.4,2002-05-01,Air Purifier,Infinity Solutions,Spain,Patricia Brown,Home Appliances
289.18,2002-05-01,Notebook Basic,Ultra Tech,South Africa,Michael Davis,Computers
999.05,2002-05-01,Acoustic Piano,NextGen Innovators,Germany,Robert Johnson,Musical Instruments
43.53,2002-05-01,Desktop Alpha,Tech Trends,Spain,John Smith,Computers
517.84,2002-05-01,Virtual Reality Headset,Future Gadgets,Brazil,Robert Johnson,Electronics
992.42,2002-05-02,Stainless Steel Water Bottle,Infinity Solutions,Egypt,Patricia Brown,Outdoor Gear
876.44,2002-05-02,Air Purifier,Elite Tech,China,Laura Adams,Home Appliances
212.4,2002-05-02,Wristwatch,Pinnacle Tech,France,John Smith,Fashion Accessories
547.36,2002-05-02,USB Keyboard,Future Gadgets,Italy,Michael Davis,Computer Accessories
755.1,2002-05-02,Children's Backpack,Pinnacle Tech,South Africa,Sarah Moore,School Supplies
377.85,2002-05-03,4K Television,Reboot IT,South Korea,Laura Adams,Home Electronics
509.99,2002-05-03,Microwave Oven,Nebula Innovations,South Africa,Michael Davis,Kitchen Appliances
912.57,2002-05-03,Streaming Media Player,Innovate Unlimited,South Africa,Sandra Anderson,Home Electronics
594.02,2002-05-03,Yoga Mat,Tech Pioneers,Spain,Robert Johnson,Fitness Equipment
557.86,2002-05-04,Smartphone Alpha,Pioneer Tech,Italy,Sandra Anderson,Mobile Devices
993.69,2002-05-04,Espresso Machine,Pinnacle Tech,Egypt,Sandra Anderson,Kitchen Appliances
955.82,2002-05-05,Monitor 4K,Pioneer Tech,Egypt,Robert Johnson,Monitors
284.55,2002-05-05,Pet Bed,Innovate Unlimited,Germany,Michael Davis,Pet Supplies
676.93,2002-05-05,Women's Sandals,Tech Pioneers,Egypt,Michael Davis,Footwear
506.91,2002-05-05,Wall Art,Pioneer Tech,Nigeria,Michael Davis,Home Decor
959.84,2002-05-05,Children's Backpack,Innovate Unlimited,France,William Wilson,School Supplies
519.84,2002-05-05,Landscape Painting,Reboot IT,South Africa,Sarah Moore,Art
713.14,2002-05-05,Drone with Camera,Gadget Galaxy,Spain,Sarah Moore,Electronics
347.41,2002-05-05,USB Keyboard,Pinnacle Tech,Japan,Michael Davis,Computer Accessories
816.74,2002-05-05,Smartphone Alpha,Gadget Galaxy,Kenya,Patricia Brown,Mobile Devices
293.28,2002-05-05,Science Fiction Novel,SysTech Ltd.,China,William Wilson,Books
81.96,2002-05-06,Drone with Camera,Pioneer Tech,Mexico,Sarah Moore,Electronics
282.02,2002-05-06,Video Game Controller,Elite Tech,South Korea,Linda Miller,Video Games
331.2,2002-05-07,Drone with Camera,Future Gadgets,Japan,Linda Miller,Electronics
378.71,2002-05-07,External Hard Drive,Elite Tech,Brazil,William Wilson,Storage Devices
95.65,2002-05-08,Smart Watch,Pinnacle Tech,Spain,Sandra Anderson,Wearables
486.31,2002-05-08,Women's Sandals,Global Corp,Japan,William Wilson,Footwear
311.68,2002-05-08,Yoga Mat,Ultra Tech,Japan,William Wilson,Fitness Equipment
613.78,2002-05-08,Cat Litter Box,Nebula Innovations,Nigeria,William Wilson,Pet Supplies
293.89,2002-05-09,Microwave Oven,Tech Trends,Egypt,Joseph Taylor,Kitchen Appliances
351.79,2002-05-10,Tablet Beta,Pioneer Tech,Brazil,Joseph Taylor,Mobile Devices
658.56,2002-05-10,Solid State Drive,Tech Trends,Egypt,John Smith,Storage Devices
905.59,2002-05-10,Stainless Steel Water Bottle,Future Gadgets,Brazil,William Wilson,Outdoor Gear
569.46,2002-05-10,Monitor HD,Infinity Solutions,Canada,Laura Adams,Monitors
314.64,2002-05-11,Decorative Throw Pillow,Innovate Unlimited,Nigeria,Linda Miller,Home Decor
564.98,2002-05-12,Ergonomic Desk,Pinnacle Tech,Spain,Sandra Anderson,Office Furniture
779.14,2002-05-12,Air Purifier,Pinnacle Tech,Japan,Sarah Moore,Home Appliances
337.76,2002-05-12,Smart Watch,SysTech Ltd.,South Africa,Robert Johnson,Wearables
372.26,2002-05-12,Sunglasses,Future Gadgets,Italy,William Wilson,Fashion Accessories
351.9,2002-05-12,Tablet Alpha,Infinity Solutions,Mexico,Linda Miller,Mobile Devices
535.03,2002-05-12,Stainless Steel Water Bottle,Future Gadgets,South Africa,Laura Adams,Outdoor Gear
845.45,2002-05-13,Virtual Reality Headset,Global Corp,Egypt,William Wilson,Electronics
974.95,2002-05-13,Acoustic Piano,Pioneer Tech,Brazil,Joseph Taylor,Musical Instruments
175.91,2002-05-13,Sunglasses,Future Gadgets,Germany,John Smith,Fashion Accessories
797.02,2002-05-13,Yoga Mat,Future Gadgets,Germany,Michael Davis,Fitness Equipment
535.57,2002-05-14,Espresso Machine,Infinity Solutions,Canada,Linda Miller,Kitchen Appliances
4.31,2002-05-14,Wall Art,Tech Trends,Egypt,Sandra Anderson,Home Decor
782.45,2002-05-14,USB Keyboard,Tech Pioneers,India,Sandra Anderson,Computer Accessories
715.57,2002-05-14,Sunglasses,Gadget Galaxy,Egypt,John Smith,Fashion Accessories
532.52,2002-05-14,Monitor HD,SysTech Ltd.,Spain,Sarah Moore,Monitors
645.92,2002-05-14,LED Desk Lamp,Pioneer Tech,Italy,Joseph Taylor,Lighting
115.47,2002-05-14,Pet Bed,Infinity Solutions,India,Patricia Brown,Pet Supplies
722.55,2002-05-14,Smart Watch,Tech Trends,Egypt,John Smith,Wearables
208.99,2002-05-15,Ergonomic Desk,Future Gadgets,South Africa,Patricia Brown,Office Furniture
947.89,2002-05-16,Camping Tent,Nebula Innovations,Germany,Michael Davis,Outdoor Gear
620.84,2002-05-16,Science Fiction Novel,Elite Tech,South Africa,Michael Davis,Books
666.01,2002-05-16,Smartphone Beta,Nebula Innovations,Mexico,Patricia Brown,Mobile Devices
220.72,2002-05-16,Air Purifier,SysTech Ltd.,Japan,Laura Adams,Home Appliances
269.63,2002-05-16,Gaming Console,Ultra Tech,Mexico,William Wilson,Video Games
484.75,2002-05-16,Notebook Professional,Gadget Galaxy,South Korea,Sarah Moore,Computers
938.68,2002-05-16,Electric Guitar,Reboot IT,Italy,Laura Adams,Musical Instruments
390.66,2002-05-16,Acoustic Piano,Global Corp,Japan,Laura Adams,Musical Instruments
65.8,2002-05-16,Stainless Steel Water Bottle,Innovate Unlimited,South Africa,Michael Davis,Outdoor Gear
349.39,2002-05-16,Tablet Beta,Tech Pioneers,Japan,Sarah Moore,Mobile Devices
291.29,2002-05-16,Gaming Console,Gadget Galaxy,South Korea,William Wilson,Video Games
7.34,2002-05-17,Leather Office Chair,Elite Tech,France,William Wilson,Office Furniture
458.48,2002-05-17,Monitor 4K,Tech Pioneers,South Korea,Laura Adams,Monitors
360.42,2002-05-17,Tablet Alpha,Future Gadgets,Nigeria,William Wilson,Mobile Devices
647.14,2002-05-17,Camping Tent,Ultra Tech,India,John Smith,Outdoor Gear
766.58,2002-05-17,Noise Cancelling Headphones,Tech Pioneers,France,John Smith,Audio Equipment
702.68,2002-05-18,Bluetooth Speaker,NextGen Innovators,Brazil,Laura Adams,Audio Equipment
728.16,2002-05-18,LED Desk Lamp,Pinnacle Tech,France,Michael Davis,Lighting
379.24,2002-05-18,Wristwatch,Gadget Galaxy,South Korea,Laura Adams,Fashion Accessories
380.29,2002-05-18,Sculpture,Pinnacle Tech,Egypt,Joseph Taylor,Art
743.11,2002-05-18,Espresso Machine,Gadget Galaxy,Kenya,Laura Adams,Kitchen Appliances
427.97,2002-05-19,Drone with Camera,Pioneer Tech,South Korea,John Smith,Electronics
211.85,2002-05-19,Acoustic Piano,Global Corp,South Korea,Joseph Taylor,Musical Instruments
721.3,2002-05-19,Men's Sneakers,Reboot IT,Mexico,Sarah Moore,Footwear
48.17,2002-05-19,Video Game Controller,Elite Tech,South Africa,Michael Davis,Video Games
251.39,2002-05-19,Noise Cancelling Headphones,Infinity Solutions,France,Michael Davis,Audio Equipment
273.19,2002-05-19,Desktop Alpha,Global Corp,Italy,Patricia Brown,Computers
138.08,2002-05-19,Monitor 4K,Innovate Unlimited,Japan,Patricia Brown,Monitors
751.7,2002-05-19,Video Game Controller,Global Corp,India,Patricia Brown,Video Games
460.03,2002-05-20,Biography Book,SysTech Ltd.,Italy,Laura Adams,Books
335.95,2002-05-20,USB Keyboard,Pinnacle Tech,Germany,William Wilson,Computer Accessories
241.94,2002-05-20,Decorative Throw Pillow,Nebula Innovations,South Africa,Michael Davis,Home Decor
371.79,2002-05-20,Desktop Alpha,Tech Trends,Italy,Robert Johnson,Computers
56.7,2002-05-20,Robot Vacuum,Innovate Unlimited,Egypt,Laura Adams,Home Appliances
975.28,2002-05-20,Smartphone Alpha,Ultra Tech,Mexico,Robert Johnson,Mobile Devices
410.58,2002-05-21,Hiking Boots,SysTech Ltd.,Kenya,Patricia Brown,Outdoor Gear
169.27,2002-05-21,LED Desk Lamp,Infinity Solutions,India,William Wilson,Lighting
467.43,2002-05-21,Men's Sneakers,SysTech Ltd.,Canada,Joseph Taylor,Footwear
223.37,2002-05-21,Video Game Controller,NextGen Innovators,South Korea,Joseph Taylor,Video Games
354.84,2002-05-22,Smartphone Alpha,Future Gadgets,Egypt,Linda Miller,Mobile Devices
255.04,2002-05-22,LED Desk Lamp,NextGen Innovators,China,Joseph Taylor,Lighting
115.7,2002-05-22,Decorative Throw Pillow,Tech Pioneers,Italy,Robert Johnson,Home Decor
660.61,2002-05-22,Solid State Drive,Gadget Galaxy,Mexico,Sandra Anderson,Storage Devices
110.96,2002-05-23,Monitor HD,Innovate Unlimited,Spain,Sandra Anderson,Monitors
519.31,2002-05-23,Women's Sandals,Tech Trends,South Korea,Patricia Brown,Footwear
6.38,2002-05-23,4K Television,Pinnacle Tech,France,Michael Davis,Home Electronics
78.9,2002-05-23,Air Purifier,Pinnacle Tech,France,Joseph Taylor,Home Appliances
380.67,2002-05-23,Microwave Oven,Pioneer Tech,China,Patricia Brown,Kitchen Appliances
764.64,2002-05-23,Dumbbell Set,Ultra Tech,Italy,Sarah Moore,Fitness Equipment
223.54,2002-05-23,Tablet Alpha,Global Corp,Canada,Sandra Anderson,Mobile Devices
214.07,2002-05-23,Smart Watch,Reboot IT,France,Michael Davis,Wearables
514.8,2002-05-24,Notebook Basic,Pioneer Tech,Kenya,Laura Adams,Computers
912.07,2002-05-24,Fitness Tracker,Global Corp,India,Sandra Anderson,Wearables
996.11,2002-05-24,Leather Office Chair,Innovate Unlimited,Kenya,Laura Adams,Office Furniture
523.01,2002-05-24,Gaming Console,Pioneer Tech,Spain,Joseph Taylor,Video Games
668.77,2002-05-24,Sculpture,Pinnacle Tech,South Korea,Patricia Brown,Art
906.58,2002-05-24,Noise Cancelling Headphones,Future Gadgets,Brazil,Patricia Brown,Audio Equipment
151.92,2002-05-25,Microwave Oven,Global Corp,Brazil,Sandra Anderson,Kitchen Appliances
74.8,2002-05-25,Tablet Beta,Gadget Galaxy,Egypt,William Wilson,Mobile Devices
874.87,2002-05-25,External Hard Drive,Tech Pioneers,Spain,Patricia Brown,Storage Devices
933.04,2002-05-25,Streaming Media Player,Tech Pioneers,Mexico,William Wilson,Home Electronics
525.52,2002-05-25,Yoga Mat,Global Corp,Brazil,Sandra Anderson,Fitness Equipment
173.01,2002-05-25,Stainless Steel Water Bottle,NextGen Innovators,France,Sandra Anderson,Outdoor Gear
948.75,2002-05-25,Sunglasses,Pioneer Tech,South Korea,Joseph Taylor,Fashion Accessories
199.02,2002-05-25,Notebook Professional,Reboot IT,Italy,Laura Adams,Computers
108.2,2002-05-25,Fitness Tracker,Reboot IT,Nigeria,Patricia Brown,Wearables
10.99,2002-05-25,Noise Cancelling Headphones,Infinity Solutions,Kenya,Laura Adams,Audio Equipment
660.33,2002-05-26,Air Purifier,Reboot IT,Germany,Linda Miller,Home Appliances
455.25,2002-05-26,Espresso Machine,Innovate Unlimited,India,Laura Adams,Kitchen Appliances
87.57,2002-05-26,Smart Watch,Pinnacle Tech,USA,Sandra Anderson,Wearables
845.46,2002-05-26,Landscape Painting,Future Gadgets,South Korea,Sarah Moore,Art
213.66,2002-05-26,Sunglasses,Infinity Solutions,Nigeria,Laura Adams,Fashion Accessories
317,2002-05-26,Stainless Steel Water Bottle,Gadget Galaxy,Mexico,John Smith,Outdoor Gear
524.35,2002-05-26,Notebook Professional,Innovate Unlimited,Germany,Michael Davis,Computers
843.58,2002-05-26,Video Game Controller,NextGen Innovators,France,John Smith,Video Games
476.35,2002-05-26,Wall Art,SysTech Ltd.,Egypt,Patricia Brown,Home Decor
688.86,2002-05-26,4K Television,SysTech Ltd.,South Korea,Michael Davis,Home Electronics
260.09,2002-05-26,Men's Sneakers,Innovate Unlimited,Germany,Michael Davis,Footwear
529.63,2002-05-26,Biography Book,Gadget Galaxy,Egypt,Patricia Brown,Books
574.53,2002-05-26,Drone with Camera,Future Gadgets,USA,Sandra Anderson,Electronics
476.8,2002-05-26,Solid State Drive,Elite Tech,USA,John Smith,Storage Devices
50.49,2002-05-26,Pet Bed,Tech Pioneers,Germany,Patricia Brown,Pet Supplies
333.71,2002-05-26,Tablet Alpha,Global Corp,Egypt,Patricia Brown,Mobile Devices
773.15,2002-05-27,Gaming Console,Tech Trends,Spain,John Smith,Video Games
785.76,2002-05-27,Biography Book,Global Corp,Spain,Michael Davis,Books
254.06,2002-05-27,Pet Bed,Pinnacle Tech,France,Sarah Moore,Pet Supplies
746.5,2002-05-28,Tablet Beta,Infinity Solutions,Italy,Linda Miller,Mobile Devices
934.01,2002-05-28,Drone with Camera,Pinnacle Tech,Italy,Patricia Brown,Electronics
988.45,2002-05-28,Women's Sandals,Reboot IT,Germany,Joseph Taylor,Footwear
352.16,2002-05-28,Monitor HD,Gadget Galaxy,France,Robert Johnson,Monitors
673.58,2002-05-28,Tablet Alpha,Reboot IT,China,Sandra Anderson,Mobile Devices
214.47,2002-05-28,Men's Sneakers,Tech Pioneers,Brazil,Laura Adams,Footwear
69.08,2002-05-29,Landscape Painting,Tech Pioneers,South Korea,William Wilson,Art
924.54,2002-05-29,Microwave Oven,Gadget Galaxy,Germany,Robert Johnson,Kitchen Appliances
902.81,2002-05-29,Desktop Beta,Nebula Innovations,Nigeria,Sandra Anderson,Computers
677.78,2002-05-29,Tablet Alpha,Infinity Solutions,France,Sandra Anderson,Mobile Devices
391.53,2002-05-29,Drone with Camera,NextGen Innovators,Kenya,Michael Davis,Electronics
288.54,2002-05-29,Notebook Professional,Tech Trends,China,Laura Adams,Computers
122.14,2002-05-29,Air Purifier,SysTech Ltd.,USA,Linda Miller,Home Appliances
971.58,2002-05-29,Drone with Camera,SysTech Ltd.,South Africa,Joseph Taylor,Electronics
561.56,2002-05-29,LED Desk Lamp,Tech Pioneers,USA,Laura Adams,Lighting
892.62,2002-05-30,Cat Litter Box,Global Corp,Mexico,Patricia Brown,Pet Supplies
631.89,2002-05-30,Yoga Mat,Future Gadgets,India,Patricia Brown,Fitness Equipment
799.26,2002-05-30,Microwave Oven,Tech Trends,Italy,Linda Miller,Kitchen Appliances
380.93,2002-05-30,Hiking Boots,Tech Trends,Egypt,Joseph Taylor,Outdoor Gear
897.62,2002-05-30,Hiking Boots,Nebula Innovations,Brazil,Robert Johnson,Outdoor Gear
183.43,2002-05-30,Video Game Controller,NextGen Innovators,South Korea,John Smith,Video Games
747.26,2002-05-30,Decorative Throw Pillow,Ultra Tech,Brazil,Sandra Anderson,Home Decor
808.14,2002-05-30,Microwave Oven,Reboot IT,Germany,Sandra Anderson,Kitchen Appliances
13.17,2002-05-30,Smart Watch,Gadget Galaxy,Canada,Sarah Moore,Wearables
633.84,2002-05-31,Biography Book,Future Gadgets,USA,Michael Davis,Books
46.8,2002-06-01,Men's Sneakers,Innovate Unlimited,USA,John Smith,Footwear
229.74,2002-06-01,Children's Backpack,Innovate Unlimited,India,William Wilson,School Supplies
182.72,2002-06-02,Virtual Reality Headset,SysTech Ltd.,India,Joseph Taylor,Electronics
918.39,2002-06-02,Virtual Reality Headset,Ultra Tech,USA,John Smith,Electronics
353.64,2002-06-02,Children's Backpack,Pioneer Tech,South Korea,John Smith,School Supplies
692.05,2002-06-02,Virtual Reality Headset,Ultra Tech,USA,Michael Davis,Electronics
665.16,2002-06-02,Fitness Tracker,Pioneer Tech,Brazil,Linda Miller,Wearables
289.8,2002-06-02,Wireless Mouse,Nebula Innovations,Spain,Linda Miller,Computer Accessories
239.25,2002-06-02,Tablet Alpha,SysTech Ltd.,Spain,Sarah Moore,Mobile Devices
267.7,2002-06-02,Desktop Alpha,Infinity Solutions,South Korea,Laura Adams,Computers
748.83,2002-06-02,USB Keyboard,Gadget Galaxy,Germany,Joseph Taylor,Computer Accessories
755.98,2002-06-03,Biography Book,Tech Trends,France,Linda Miller,Books
146.31,2002-06-03,Hiking Boots,Gadget Galaxy,Brazil,Laura Adams,Outdoor Gear
680.58,2002-06-03,Smartphone Beta,Ultra Tech,India,Sandra Anderson,Mobile Devices
685.12,2002-06-04,Gaming Console,Innovate Unlimited,France,Linda Miller,Video Games
364.53,2002-06-04,Ergonomic Desk,Reboot IT,China,Linda Miller,Office Furniture
43.16,2002-06-04,Desktop Alpha,Ultra Tech,France,Joseph Taylor,Computers
394.82,2002-06-04,Stainless Steel Water Bottle,NextGen Innovators,India,Linda Miller,Outdoor Gear
12.08,2002-06-04,Notebook Professional,NextGen Innovators,Brazil,Patricia Brown,Computers
884.76,2002-06-04,Wireless Mouse,Ultra Tech,Canada,Sandra Anderson,Computer Accessories
227.87,2002-06-05,Monitor HD,Innovate Unlimited,China,Sandra Anderson,Monitors
310.37,2002-06-05,Landscape Painting,Elite Tech,Egypt,Michael Davis,Art
961.03,2002-06-05,Pet Bed,Gadget Galaxy,Egypt,Laura Adams,Pet Supplies
586.66,2002-06-05,Acoustic Piano,Innovate Unlimited,China,Sarah Moore,Musical Instruments
397.26,2002-06-05,Bluetooth Speaker,Global Corp,Egypt,Sarah Moore,Audio Equipment
711.96,2002-06-06,Tablet Alpha,Ultra Tech,Canada,William Wilson,Mobile Devices
513.62,2002-06-06,Biography Book,Future Gadgets,India,John Smith,Books
19,2002-06-06,Gaming Console,Gadget Galaxy,Nigeria,Sarah Moore,Video Games
329.51,2002-06-06,Science Fiction Novel,Innovate Unlimited,Kenya,Michael Davis,Books
214.77,2002-06-06,Monitor HD,Nebula Innovations,USA,Sandra Anderson,Monitors
842.01,2002-06-06,Children's Backpack,Innovate Unlimited,Brazil,John Smith,School Supplies
448.01,2002-06-06,Hiking Boots,NextGen Innovators,Japan,Robert Johnson,Outdoor Gear
826.02,2002-06-06,Smart Watch,Tech Pioneers,Italy,Michael Davis,Wearables
878.94,2002-06-06,USB Keyboard,Global Corp,Canada,Laura Adams,Computer Accessories
708.52,2002-06-06,4K Television,Nebula Innovations,Kenya,Sarah Moore,Home Electronics
159.03,2002-06-06,Monitor 4K,Reboot IT,South Korea,Laura Adams,Monitors
302.39,2002-06-06,Notebook Professional,Gadget Galaxy,Japan,John Smith,Computers
475.65,2002-06-06,Landscape Painting,Tech Trends,South Korea,Patricia Brown,Art
449.83,2002-06-06,Tablet Alpha,Pinnacle Tech,Germany,Sandra Anderson,Mobile Devices
738.88,2002-06-06,Smartphone Beta,SysTech Ltd.,South Africa,William Wilson,Mobile Devices
472.67,2002-06-07,Noise Cancelling Headphones,Future Gadgets,India,Linda Miller,Audio Equipment
668.1,2002-06-07,Drone with Camera,Infinity Solutions,Mexico,Sandra Anderson,Electronics
816.11,2002-06-07,Stainless Steel Water Bottle,Future Gadgets,Kenya,Patricia Brown,Outdoor Gear
995.77,2002-06-07,USB Keyboard,Global Corp,Kenya,Joseph Taylor,Computer Accessories
